Repository Name,Image URL,Stars,Contributors,Forks,Repo Commits,Language,SHA,Downloadable URL,Description,First Repo Commit Date,View Commits,View Contributors,First View Commit Date,Difference Between I View Commit and I Repo Commit
afonsocastro/larcc_interface,https://github.com/afonsocastro/larcc_interface/blob/master/ur_robot_driver/doc/architecture_coarse.svg,5,3,0,292,PureBasic,a79ddd32e21eaa790249383a167db9bbc41a0e92,https://github.com/afonsocastro/larcc_interface/blob/master/ur_robot_driver/doc/architecture_coarse.svg?raw=true,,2022-02-03 17:56:16,1.0,1.0,2022-02-03 17:56:16,0.0
spencerlepine/squidshop-ecommerce,https://github.com/spencerlepine/squidshop-ecommerce/blob/main/.dev/squidshop-project/assets/architecture_diagram-smaller.png,3,2,0,426,TypeScript,0d6636a3a3dd807fbd8cae5994fce120f1a1188b,https://github.com/spencerlepine/squidshop-ecommerce/blob/main/.dev/squidshop-project/assets/architecture_diagram-smaller.png?raw=true,Ocean-themed ecommerce React/TypeScript web app connected to microservice architecture Node.js backend. Dockerized and automated with continuous integration using GitHub Actions.,2022-07-29 22:14:58,1.0,1.0,2022-11-12 19:38:46,105.0
ProKarma-Inc/TAP-readmissions-reduction,https://github.com/ProKarma-Inc/TAP-readmissions-reduction/blob/master/images/architecture-diagram-1.png,11,2,3,356,TypeScript,2020a75fa09a4260b5d4bc75ef20afa259546f86,https://github.com/ProKarma-Inc/TAP-readmissions-reduction/blob/master/images/architecture-diagram-1.png?raw=true,,2016-07-14 19:19:15,2.0,1.0,2016-09-08 23:42:08,56.0
gcba-iris/iris,https://github.com/gcba-iris/iris/blob/master/assets/img/architecture.png,6,2,0,383,JavaScript,ad49d476354ecd41da59c57f66fc1770baecce1b,https://github.com/gcba-iris/iris/blob/master/assets/img/architecture.png?raw=true,"A tiny framework for building fast, modular & extensible IoT backends",2016-08-31 20:53:58,,,,
hyeonsangjeon/AWS-LLM-SageMaker,https://github.com/hyeonsangjeon/AWS-LLM-SageMaker/blob/main/RAG-SageMaker/images/architecture-rag-opensearch.png,9,1,2,14,Jupyter Notebook,44535ddca43d0ea4d42b54c8e0c8a4bebc122b6f,https://github.com/hyeonsangjeon/AWS-LLM-SageMaker/blob/main/RAG-SageMaker/images/architecture-rag-opensearch.png?raw=true,SageMaker Ployglot based RAG opensearch,2023-08-28 12:36:53,1.0,1.0,2023-08-28 12:59:45,0.0
ankithans/codeX,https://github.com/ankithans/codeX/blob/main/mockups/codex_architecture.png,49,2,0,60,JavaScript,a30cb4f3cda0721bb2c548e375c776a369972d6a,https://github.com/ankithans/codeX/blob/main/mockups/codex_architecture.png?raw=true,CodeX is a platform which converts code into easy to understand language.,2021-04-02 10:22:19,1.0,1.0,2021-04-09 22:01:51,7.0
marklogic/cloud-enablement-aws,https://github.com/marklogic/cloud-enablement-aws/blob/11.0-master/doc/typical_architecture_of_aws_cluster.png,20,7,17,246,Python,59a8033e77d2de07d34722ff8512d7c8d33c0f9b,https://github.com/marklogic/cloud-enablement-aws/blob/11.0-master/doc/typical_architecture_of_aws_cluster.png?raw=true,Enabling MarkLogic in the cloud (AWS),2018-01-05 23:01:12,1.0,1.0,2018-05-16 17:50:03,130.0
c0deLab/ReAC,https://github.com/c0deLab/ReAC/blob/master/media/rscc/architecture.png,7,6,0,176,C#,eeb030cbaf8958efb279f674071deef07d6e213b,https://github.com/c0deLab/ReAC/blob/master/media/rscc/architecture.png?raw=true,Rethinking Automation in Construction,2020-05-24 22:24:16,1.0,1.0,2022-01-18 05:27:21,603.0
fecgov/fec-eregs,https://github.com/fecgov/fec-eregs/blob/develop/load_regs/eregs_general_architecture.png,31,28,13,755,SCSS,eb3702bab04f65d0204419bc0d09632542e30658,https://github.com/fecgov/fec-eregs/blob/develop/load_regs/eregs_general_architecture.png?raw=true,"The Federal Election Commission's web-based application that makes regulations easier to find, read and understand.",2015-12-10 15:35:21,1.0,1.0,2021-08-23 16:59:14,2083.0
jes/autopatzer,https://github.com/jes/autopatzer/blob/master/img/software-architecture.png,18,3,5,201,JavaScript,df28aced7835087635a986bbc75a9cc1344ec36c,https://github.com/jes/autopatzer/blob/master/img/software-architecture.png?raw=true,Automatic chess board,2020-03-03 12:58:55,1.0,1.0,2020-05-13 17:56:37,71.0
blockchain-signaling-system/bloss-core,https://github.com/blockchain-signaling-system/bloss-core/blob/master/figures/bloss-full-architecture.png,2,1,1,20,Python,c8adecf5ec537cfe9a958c19fe1b61d6b6fb9cac,https://github.com/blockchain-signaling-system/bloss-core/blob/master/figures/bloss-full-architecture.png?raw=true,"The Blockchain Signaling System - enabling cooperative, multi-domain DDoS defense. ",2018-10-29 13:12:07,1.0,1.0,2018-12-15 18:05:13,47.0
dich1/bookshelf-web,https://github.com/dich1/bookshelf-web/blob/master/bookshelf-architecture.png,2,1,1,284,Ruby,771b9799897dfe1fcdd0d91664e6ea9833ca476b,https://github.com/dich1/bookshelf-web/blob/master/bookshelf-architecture.png?raw=true,,2018-03-21 20:57:21,3.0,2.0,2018-07-09 13:46:05,109.0
SpektraSystems/CloudLabs-Azure,https://github.com/SpektraSystems/CloudLabs-Azure/blob/master/azure-monitoring/Instructions/images/architecture.jpg,8,19,33,1204,PowerShell,f9ce42d5c248005942b345658dd43a82725b7cde,https://github.com/SpektraSystems/CloudLabs-Azure/blob/master/azure-monitoring/Instructions/images/architecture.jpg?raw=true,Azure Labs on CloudLabs.AI,2020-03-17 05:01:25,1.0,1.0,2020-03-21 17:44:44,4.0
Bytom-Community/Bytom-Server,https://github.com/Bytom-Community/Bytom-Server/blob/master/architecture.jpg,9,4,3,87,Go,88ff46c18cda9971d21ea2b96413a7dc03994436,https://github.com/Bytom-Community/Bytom-Server/blob/master/architecture.jpg?raw=true,It is a Server for Bytom mobile wallet,2018-05-11 03:03:20,1.0,1.0,2018-07-12 06:50:00,62.0
mbotarro/unijobs,https://github.com/mbotarro/unijobs/blob/master/backend/docs/images/backend_architecture.png,5,7,1,369,Go,74770e120524b7c51a6b2512ebe34fad709f8a99,https://github.com/mbotarro/unijobs/blob/master/backend/docs/images/backend_architecture.png?raw=true, ,2019-04-10 13:15:00,1.0,1.0,2019-06-13 14:47:54,64.0
Melacon/WirelessTransportEmulator,https://github.com/Melacon/WirelessTransportEmulator/blob/master/Architecture.png,5,6,5,146,C,b513b1ce3fca7b37bfb82fbaa140b68d13911428,https://github.com/Melacon/WirelessTransportEmulator/blob/master/Architecture.png?raw=true,"Wireless Transport topology emulation with OpenYuma NETCONF server, based on ONF TR-532 ",2017-04-02 14:57:03,1.0,1.0,2017-04-02 15:23:07,0.0
unnmdnwb3/dora,https://github.com/unnmdnwb3/dora/blob/main/docs/images/dora-architecture.jpg,2,1,0,160,Go,1e95ff89f3c9d3936cfded9adbbf24cf7e31d2d4,https://github.com/unnmdnwb3/dora/blob/main/docs/images/dora-architecture.jpg?raw=true, ,2022-10-03 14:54:46,1.0,1.0,2023-03-01 15:57:38,149.0
eProsima/Integration-Service,https://github.com/eProsima/Integration-Service/blob/main/docs/images/general-architecture.png,61,13,27,176,C++,9698d56d8b35b6ed9f4c1edafe672bcb3a93a49c,https://github.com/eProsima/Integration-Service/blob/main/docs/images/general-architecture.png?raw=true, ,2019-06-07 10:52:32,1.0,1.0,2021-05-04 07:13:11,696.0
gray-panda/grayrepo,https://github.com/gray-panda/grayrepo/blob/master/2015_holidayhackchallenge/L5_Attr1_Email/GIYH_Architecture.jpg,68,1,13,76,Python,72d315151c6f1325cb4f98a57eaa5fe904657961,https://github.com/gray-panda/grayrepo/blob/master/2015_holidayhackchallenge/L5_Attr1_Email/GIYH_Architecture.jpg?raw=true,Personal repository for all ctf related stuffs,2015-09-22 14:42:40,1.0,1.0,2016-01-05 11:58:00,104.0
marmarek/qubes-app-u2f,https://github.com/marmarek/qubes-app-u2f/blob/master/Documentation/architecture.svg,6,3,1,79,Python,b85c9f61e533715cd8b40fff0983e3ba3ed53333,https://github.com/marmarek/qubes-app-u2f/blob/master/Documentation/architecture.svg?raw=true, ,2017-09-28 20:43:36,2.0,1.0,2017-09-28 20:43:36,0.0
zmyzheng/TweetMap,https://github.com/zmyzheng/TweetMap/blob/master/TweetMap-Architecture.png,48,1,21,120,Java,e426ba06cec9004ba95a3b3520a179b4ad9f0ec7,https://github.com/zmyzheng/TweetMap/blob/master/TweetMap-Architecture.png?raw=true,"A real time Tweet Trend Map and Sentiment Analysis web application with kafka, Angular, Spring Boot, Flink, Elasticsearch, Kibana, Docker and Kubernetes deployed on the cloud",2017-10-21 00:33:34,1.0,1.0,2020-03-14 04:55:58,875.0
irvs/ros2_tms_for_construction,https://github.com/irvs/ros2_tms_for_construction/blob/main/docs/ros2-tms-for-construction_architecture.png,5,7,1,338,Python,c5709b4f59526cf28e6d1ef9f67223ec5235eaac,https://github.com/irvs/ros2_tms_for_construction/blob/main/docs/ros2-tms-for-construction_architecture.png?raw=true, ,2018-11-20 09:28:06,1.0,1.0,2023-08-27 04:46:02,1740.0
DevOps-Represent/devopsgirls-bootcamp-cn-2,https://github.com/DevOps-Represent/devopsgirls-bootcamp-cn-2/blob/master/images/architecture.png,2,4,0,15,JavaScript,28eff36d87b8dde7e2fa43c88dc15ec25175e4c1,https://github.com/DevOps-Represent/devopsgirls-bootcamp-cn-2/blob/master/images/architecture.png?raw=true,"Chinese edition of DevOps-Girls-Bootcamp-4 (Serverless), as run in ThoughtWorks' Xi'an office 2019-06.",2019-06-20 00:20:18,1.0,1.0,2019-06-20 00:20:18,0.0
matryx/MatryxPlatform,https://github.com/matryx/MatryxPlatform/blob/master/assets/ArchitectureDiagram.svg,17,6,2,971,JavaScript,20ec5ad2121463a9acb9d3f3292d973d829aaa09,https://github.com/matryx/MatryxPlatform/blob/master/assets/ArchitectureDiagram.svg?raw=true,Matryx Platform source code.,2017-11-12 04:47:20,4.0,2.0,2018-09-20 21:42:33,312.0
bosh-prometheus/bosh_exporter,https://cdn.rawgit.com/bosh-prometheus/bosh_exporter/master/architecture/architecture.svg,21,8,17,247,Go,ca54f5dcbd6bb0eca205bd670e3e49e988151ccf,https://cdn.rawgit.com/bosh-prometheus/bosh_exporter/master/architecture/architecture.svg,BOSH Prometheus Exporter,2016-10-08 13:54:04,,,,
NeuralDev-io/arclytics_simcct,https://github.com/NeuralDev-io/arclytics_simcct/blob/master/docs/assets/Arclytics%20Sim%20App%20Architecture_transparent.png,2,6,1,4206,Jupyter Notebook,e04eaa315c76b0295d3d7450cf59b8b0b4a7f22b,https://github.com/NeuralDev-io/arclytics_simcct/blob/master/docs/assets/Arclytics%20Sim%20App%20Architecture_transparent.png?raw=true,This is the CSIT321 Arclytics SimCCT source code repository. This is the CSIT321 Arclytics SimCCT source code repository.,2019-04-05 19:49:26,1.0,1.0,2019-10-08 13:01:23,185.0
NicoJuicy/Airline-Microservices,https://github.com/NicoJuicy/Airline-Microservices/blob/main/assets/Vertical-Slice-Architecture.jpg,5,1,31,50,,fbd6545014441f683be798f4ba909aab13f9a204,https://github.com/NicoJuicy/Airline-Microservices/blob/main/assets/Vertical-Slice-Architecture.jpg?raw=true,Airline Microservice is a managerial software which targets to control all operations of an airline. Airlines provide transport services for their passengers. They carry or hire aircraft for this purpose. All operations of an airline company are controlled by their airline management system.,2022-01-30 13:21:34,1.0,1.0,2022-02-25 21:24:24,26.0
kpantos/Azure-How-To,https://github.com/kpantos/Azure-How-To/blob/main/waf-secure-bot/images/architecture.png,2,1,1,16,,f9fcf9d2316c1eebfa925ed30403d5832cfca198,https://github.com/kpantos/Azure-How-To/blob/main/waf-secure-bot/images/architecture.png?raw=true,Azure How To Guides,2021-10-26 10:24:45,1.0,1.0,2021-10-29 12:22:55,3.0
libremfg/getting-started,https://github.com/libremfg/getting-started/blob/main/docs/LibreArchitecture.png,32,4,14,53,HTML,5e427edc5d4ab3bb1f596cc480b819ef283000d8,https://github.com/libremfg/getting-started/blob/main/docs/LibreArchitecture.png?raw=true,Instructions and docker-compose for getting started,2021-09-07 22:37:36,1.0,1.0,2021-09-17 04:18:00,9.0
coverage-robot/core,https://github.com/coverage-robot/core/blob/main/resources%2Farchitecture.jpg,3,3,1,1703,PHP,260ec09c26256e66c067cef2de26900d090e6075,https://github.com/coverage-robot/core/blob/main/resources%2Farchitecture.jpg?raw=true,The core architecture which drives Coverage Robot,2023-04-16 16:08:32,,,,
usds/justice40-tool,https://github.com/usds/justice40-tool/blob/main/docs/architecture/architecture-mmd.svg,113,22,38,654,Jupyter Notebook,d3376665bf5efc4c3543599d4f178c0e1ca01196,https://github.com/usds/justice40-tool/blob/main/docs/architecture/architecture-mmd.svg?raw=true,"A tool to identify disadvantaged communities due to environmental, socioeconomic and health burdens",2021-04-16 02:48:42,4.0,3.0,2021-05-10 20:15:42,24.0
gustavung/Graphrec,https://github.com/gustavung/Graphrec/blob/master/architecture.png,3,2,0,42,Java,29c8c0cb729092dae4a49233797149edd932460d,https://github.com/gustavung/Graphrec/blob/master/architecture.png?raw=true,"Mobile app that recognizes functions from looking at photos of their graphs, by using machine learning technology.",2017-05-02 21:59:06,1.0,1.0,2017-05-09 16:57:11,6.0
hamzatugrul/surl,https://github.com/hamzatugrul/surl/blob/master/designDocs/ArchitectureDiagram.PNG,2,1,0,24,Java,dacef265f86784e987f626c67ef495e5eb3514ca,https://github.com/hamzatugrul/surl/blob/master/designDocs/ArchitectureDiagram.PNG?raw=true,SURL is a URL Shortener System which scale out unlimited horizontally.,2021-02-27 11:48:53,1.0,1.0,2021-10-21 20:32:43,236.0
staples-sparx/Wonko,https://github.com/staples-sparx/Wonko/blob/master/doc/high-level-architecture.png,3,5,1,126,Clojure,1e7e00f483c338e8cb8f7cfc525c645ed67a6564,https://github.com/staples-sparx/Wonko/blob/master/doc/high-level-architecture.png?raw=true,Platform and Services monitoring application,2016-01-19 19:26:57,1.0,1.0,2016-03-11 08:23:32,51.0
Cpanchal1/Chatbot101-with-AWS-Lambda,https://github.com/Cpanchal1/Chatbot101-with-AWS-Lambda/blob/master/images/architecture.png,10,2,11,40,Python,d9f5840ac6386dff4fe8806493ad21a7ca4cf50b,https://github.com/Cpanchal1/Chatbot101-with-AWS-Lambda/blob/master/images/architecture.png?raw=true,This lab guide introduces use of serverless functions by walking you through the creation a Webex Teams chatbot,2020-09-18 11:59:40,1.0,1.0,2020-09-23 17:32:05,5.0
davidlandry93/glo4001,https://github.com/davidlandry93/glo4001/blob/master/doc/software_architecture.png,5,4,12,136,JavaScript,8f6e9d3e5db208721662f86909779a61e112215d,https://github.com/davidlandry93/glo4001/blob/master/doc/software_architecture.png?raw=true,The new lab material for the GLO4001 class in Université Laval.,2016-06-16 13:54:59,1.0,1.0,2016-09-08 14:36:56,84.0
dowjones/hammer,https://github.com/dowjones/hammer/blob/master/docs/images/Architecture.png,429,6,61,259,Python,674028a067cad91ce1a84577d30afe7b895f2a6a,https://github.com/dowjones/hammer/blob/master/docs/images/Architecture.png?raw=true,Dow Jones Hammer : Protect the cloud with the power of the cloud(AWS),2018-07-19 15:21:41,2.0,1.0,2018-07-19 15:25:10,0.0
IBM/ios-mapkit-indoor-map,https://github.com/IBM/ios-mapkit-indoor-map/blob/master/docs/architecture.png,28,4,11,10,Swift,dba86f92c64de7348bc4d189b7c0c337734c82b6,https://github.com/IBM/ios-mapkit-indoor-map/blob/master/docs/architecture.png?raw=true,Create an Indoor Map with Heat Maps in iOS using Cloud Foundry and MongoDB,2018-03-12 02:02:15,2.0,2.0,2018-03-12 02:02:15,0.0
onlybakam/reinvent2022-vote-app,https://github.com/onlybakam/reinvent2022-vote-app/blob/main/images/architecture.png,6,1,0,10,TypeScript,c8f72cdf3c057779e73da64dd632747e186ddfb4,https://github.com/onlybakam/reinvent2022-vote-app/blob/main/images/architecture.png?raw=true, ,2022-11-29 07:59:29,1.0,1.0,2022-11-30 07:01:37,0.0
thill/kafkacap,https://github.com/thill/kafkacap/blob/master/docs/kafkacap_architecture.png,2,1,1,66,Java,5c4e3ce6dea8fffa7c2559fda167007a9140eb2e,https://github.com/thill/kafkacap/blob/master/docs/kafkacap_architecture.png?raw=true,Reliably Capture Messages to Kafka,2019-04-28 15:35:00,2.0,1.0,2019-05-13 19:45:42,15.0
fredrikhgrelland/data-mesh,https://github.com/fredrikhgrelland/data-mesh/blob/master/doc/diagrams/overall_architecture.png,12,4,8,83,HCL,e5340ae2548e48d59a6afbcd0a96d384d869eb51,https://github.com/fredrikhgrelland/data-mesh/blob/master/doc/diagrams/overall_architecture.png?raw=true,A cloud native data mesh implementation,2020-02-19 12:09:04,1.0,1.0,2020-06-22 09:34:25,123.0
gregoryjohnsonjg6/angular-dotnet-core-docker,https://github.com/gregoryjohnsonjg6/angular-dotnet-core-docker/blob/main/documents/architecture.png,6,1,0,28,C#,5163decc7c16e8aa2069fda01b1f02d9034ef807,https://github.com/gregoryjohnsonjg6/angular-dotnet-core-docker/blob/main/documents/architecture.png?raw=true, ,2021-09-18 23:38:37,1.0,1.0,2022-10-12 21:24:24,388.0
batatero/arquiteturaPHP00,https://github.com/batatero/arquiteturaPHP00/blob/master/Class%20Architecture.jpg,4,2,3,45,PHP,a50ced36f6cec956625708d538f9cb758eeb4f41,https://github.com/batatero/arquiteturaPHP00/blob/master/Class%20Architecture.jpg?raw=true, ,2013-03-06 20:38:26,2.0,1.0,2013-04-02 19:02:40,26.0
Speccy-Rom/SpeccyTV,https://github.com/Speccy-Rom/SpeccyTV/blob/master/docs/architecture/architecture.png,13,1,11,279,Python,d50047c36846737037abaa62a79a704bce4994f2,https://github.com/Speccy-Rom/SpeccyTV/blob/master/docs/architecture/architecture.png?raw=true,​💻​👨‍💻​⌨️️​ Streaming service with ETL on steroids,2022-04-27 20:47:37,2.0,1.0,2022-04-27 20:55:13,0.0
RunnersHi/RunnersHi_Server,https://github.com/RunnersHi/RunnersHi_Server/blob/master/runners_server/readmeimg/Architecture.PNG,2,3,3,428,JavaScript,a020f1995cff8d41a91cae5b5599ddca29346db7,https://github.com/RunnersHi/RunnersHi_Server/blob/master/runners_server/readmeimg/Architecture.PNG?raw=true,🏃🏻‍♂️🏃🏻‍♀️ 러너스하이 Server Repository 🏃🏻‍♂️🏃🏻‍♀️,2020-07-02 07:53:24,1.0,1.0,2020-07-17 13:36:04,15.0
decentraland/catalyst,https://github.com/decentraland/catalyst/blob/main/architecture/architecture.svg,52,22,53,1564,TypeScript,521ca86b3b1c53aa8e6cad6d5e4b0c9aedaa2dbb,https://github.com/decentraland/catalyst/blob/main/architecture/architecture.svg?raw=true,🐧 Content server for Decentraland,2019-11-27 13:28:36,3.0,2.0,2022-03-10 18:40:35,834.0
DanNguyenN/CompassUTD,https://github.com/DanNguyenN/CompassUTD/blob/main/static/architecture_diagram.png,2,2,0,92,Python,549166c6ab2844e3add4105a436b458dc5aa8d92,https://github.com/DanNguyenN/CompassUTD/blob/main/static/architecture_diagram.png?raw=true,"Unofficial UT Dallas chatbot with up-to-date information using MongoDB, PaLM 2, and Langchain",2023-06-29 18:29:39,2.0,1.0,2023-07-10 02:46:34,10.0
dsc-sookmyung/2023-mention-all-SolutionChallenge,https://github.com/dsc-sookmyung/2023-mention-all-SolutionChallenge/blob/main/images/architecture.png,5,4,1,27,Swift,0e5aee2198dd7868f569c775226761f49e8b1c93,https://github.com/dsc-sookmyung/2023-mention-all-SolutionChallenge/blob/main/images/architecture.png?raw=true,[Top100] 2023 Solution Challenge Repository for Team mention:all,2023-01-16 03:39:02,2.0,1.0,2023-03-30 16:20:33,73.0
zalando-incubator/fabric-gateway,https://github.com/zalando-incubator/fabric-gateway/blob/master/docs/img/operator-architecture.png,18,4,5,62,Scala,cdef22c0fc7914ae6434be1f59f4c80f9f24a171,https://github.com/zalando-incubator/fabric-gateway/blob/master/docs/img/operator-architecture.png?raw=true,An API Gateway built on the Skipper Ingress Controller https://github.com/zalando/skipper,2019-10-17 11:51:42,1.0,1.0,2019-10-25 16:09:06,8.0
apigee/consumer-data-standards-au,https://github.com/apigee/consumer-data-standards-au/blob/master/src/additional-solutions/metrics-service/img/CDS-Metrics-SolutionArchitecture.png,36,1,22,77,JavaScript,7990f753b470369bbe475a57ed3a0fb66b472e21,https://github.com/apigee/consumer-data-standards-au/blob/master/src/additional-solutions/metrics-service/img/CDS-Metrics-SolutionArchitecture.png?raw=true,Consumer Data Standards Australia - Open Banking Reference Implementation,2019-07-23 13:43:34,1.0,1.0,2020-06-23 04:38:42,335.0
today-real-estate/today-real-estate_front-end,https://github.com/today-real-estate/today-real-estate_front-end/blob/master/readme_assets/architecture.png,2,1,2,150,Vue,4bafabfc14cecbcba6cce219063ceb43f7c8b5e5,https://github.com/today-real-estate/today-real-estate_front-end/blob/master/readme_assets/architecture.png?raw=true,🏠 오늘의 부동산 / 지역별 아파트 매매가 정보 및 주변 편의 시설 정보 제공 부동산 서비스,2021-11-17 00:13:53,2.0,1.0,2021-11-30 10:04:12,13.0
mebaysan/Modern-Data-Architecture,https://github.com/mebaysan/Modern-Data-Architecture/blob/main/assets/introduction-to-modern-data-architecture.png,10,1,1,19,Python,414e81134e4f230f7990153d7e3226864838eb5e,https://github.com/mebaysan/Modern-Data-Architecture/blob/main/assets/introduction-to-modern-data-architecture.png?raw=true,"Introduction to Modern Data Analytics Tools Docker, Airbyte, DBT, Apache Superset with Brazilian Ecommerce Data & Applying RFM in DBT",2022-04-08 13:13:27,1.0,1.0,2022-04-10 16:23:22,2.0
anjuchamantha/EMonitor,https://github.com/anjuchamantha/EMonitor/blob/main/Design%20and%20Documents/EMonitor%20Architecture.png,13,1,2,56,HTML,4cb9483b75bcf73145a798d19cbc8bb303dd5409,https://github.com/anjuchamantha/EMonitor/blob/main/Design%20and%20Documents/EMonitor%20Architecture.png?raw=true,"EMonitor is a ESP32 Microcontroller based device which gets environmental data such as Temperature, Humidity, Pressure, Light Intensity, and sends those data to a Back-end database server using CAP(Common Alert Protocol). Also those data and other connection status information can be viewed from the OLED-display locally. The data that were sent to the server can be visualized using a simple web-page. The device also features self fault recovery mechanisms to add more reliability to the system. EMonitor also sends a warning e-mail to pre-defined e-mail addresses in case of any sensor data exceeding a given threshold value.",2020-10-11 02:45:13,1.0,1.0,2020-10-31 02:31:18,19.0
zwt-sdk/zwt,https://github.com/zwt-sdk/zwt/blob/master/images/zwt-architecture.png,2,2,3,46,Java,88a81a10947d3972167e7ec647c31bf48816f886,https://github.com/zwt-sdk/zwt/blob/master/images/zwt-architecture.png?raw=true,ZWT framework.,2020-05-14 15:36:50,1.0,1.0,2020-06-08 10:47:38,24.0
iip-ecosphere/platform,https://github.com/iip-ecosphere/platform/blob/main/platform/ArchitectureOverview.png,11,8,5,5512,Python,52c7747930f80d706cdaf6cf71584874b515abe7,https://github.com/iip-ecosphere/platform/blob/main/platform/ArchitectureOverview.png?raw=true,oktoflow AI-enabled IIoT/I4.0 platform,2020-11-04 09:01:13,4.0,3.0,2021-08-08 08:26:37,276.0
YW-Ma/Algorithms-Visualizer,https://github.com/YW-Ma/Algorithms-Visualizer/blob/master/Images/architecture.jpg,9,2,0,16,JavaScript,9ff29692d5d188bb15e70949bf664da6afac17fc,https://github.com/YW-Ma/Algorithms-Visualizer/blob/master/Images/architecture.jpg?raw=true,A WebGIS based Graph Algorithms Visualizer,2019-09-11 01:58:54,1.0,1.0,2019-11-11 16:32:08,61.0
alanchn31/Movalytics-Data-Warehouse,https://github.com/alanchn31/Movalytics-Data-Warehouse/blob/master/documentation/README_images/architecture.PNG,96,1,26,28,Python,11aeefe0ea1d61660351d5ba158d729759f458a4,https://github.com/alanchn31/Movalytics-Data-Warehouse/blob/master/documentation/README_images/architecture.PNG?raw=true," Data pipeline performing ETL to AWS Redshift using Spark, orchestrated with Apache Airflow ",2020-05-26 08:40:06,,,,
Scientific-Computing-Lab-NRCN/compar,https://github.com/Scientific-Computing-Lab-NRCN/compar/blob/master/images/ComPar_architecture.PNG,4,10,1,842,JavaScript,7a9bc6a490a0313b773a6afefc3bc3a72625f1aa,https://github.com/Scientific-Computing-Lab-NRCN/compar/blob/master/images/ComPar_architecture.PNG?raw=true,ComPar: Optimized Compiler for Automatic OpenMP S2S Parallelization using Code Segmentation and Hyperparameters Tuning,2019-12-21 10:52:34,3.0,1.0,2020-05-22 10:40:48,152.0
matrix-io/matrix-malos-zwave,https://github.com/matrix-io/matrix-malos-zwave/blob/master/software_architecture.png,4,7,5,188,C++,be941a219619dc115db8b39a731401aa4456a64c,https://github.com/matrix-io/matrix-malos-zwave/blob/master/software_architecture.png?raw=true,MALOS service for ZWave,2017-02-01 16:37:20,1.0,1.0,2018-01-12 13:01:28,344.0
nikmis/xentrace-analysis,https://github.com/nikmis/xentrace-analysis/blob/master/doc/architecture.png,5,2,5,175,C,5f028b44e98ebd8704c35fd2048b3bf8dde849e3,https://github.com/nikmis/xentrace-analysis/blob/master/doc/architecture.png?raw=true,Tools for analyzing performance of Xen hypervisor and it's guest domains.,2012-02-09 00:26:04,1.0,1.0,2013-01-26 00:26:43,352.0
pandasa123/Hello_PAM,https://gitlab.eecs.umich.edu/pandasa/Hello_PAM/blob/master/Images/Architecture.png,8,1,0,21,Rust,162078e7efbf8bdd7cec48e158ec90ccfd08b5a3,https://gitlab.eecs.umich.edu/pandasa/Hello_PAM/blob/master/Images/Architecture.png,Using Windows Hello on WSL,2018-05-02 21:54:18,,,,
AmnisIO/AmnisIO,https://github.com/AmnisIO/AmnisIO/blob/master/amnisio-architecture.png,16,1,0,361,JavaScript,35681508656dbdbcf14b56ccc0e3585bd980a66d,https://github.com/AmnisIO/AmnisIO/blob/master/amnisio-architecture.png?raw=true,Write reactive programs for various platforms using TypeScript,2016-07-23 06:48:27,1.0,1.0,2017-06-26 17:39:08,338.0
bianjieai/tibc,https://github.com/bianjieai/tibc/blob/master/relayer/tics-018-relayer-algorithms/tibc-relayer-architecture.png,14,5,0,40,,2f2ea6a28a28e14ddfcf787987d40a626e184fcd,https://github.com/bianjieai/tibc/blob/master/relayer/tics-018-relayer-algorithms/tibc-relayer-architecture.png?raw=true,Terse Inter-Blockchain Communication Protocol,2021-07-30 01:50:58,1.0,1.0,2021-11-04 07:56:35,97.0
sugarlabs/musicblocks-v4-lib,https://github.com/sugarlabs/musicblocks-v4-lib/blob/develop/docs/images/architecture.jpg,13,5,26,241,TypeScript,7e0aa190512e54d9bd94d7e87af742490018c5a7,https://github.com/sugarlabs/musicblocks-v4-lib/blob/develop/docs/images/architecture.jpg?raw=true,The programming framework of the new Music Blocks (v4) application.,2020-12-30 15:45:41,1.0,1.0,2021-11-19 16:42:54,324.0
leopardslab/gocloud,https://github.com/leopardslab/gocloud/blob/master/assets/gocloudarchitecture_new.jpg,118,15,142,643,Go,4f62784a040e9f0b3aaad515a6b80d5339547981,https://github.com/leopardslab/gocloud/blob/master/assets/gocloudarchitecture_new.jpg?raw=true,☁️ Go API for open cloud,2017-05-31 09:18:21,5.0,1.0,2018-11-24 19:00:36,542.0
aws-solutions/automated-security-response-on-aws,https://github.com/aws-solutions/automated-security-response-on-aws/blob/main/docs/architecture_diagram.png,299,12,90,213,Python,996817bfa0768c15958bdd80aec63612f46012d0,https://github.com/aws-solutions/automated-security-response-on-aws/blob/main/docs/architecture_diagram.png?raw=true,Automated Security Response on AWS is an add-on solution that works with AWS Security Hub to provide a ready-to-deploy architecture and a library of automated playbooks. The solution makes it easier for AWS Security Hub customers to resolve common security findings and to improve their security posture in AWS.,2020-08-05 18:27:37,1.0,1.0,2023-03-22 18:46:17,959.0
