Repository Name,Image URL,Stars,Contributors,Forks,Repo Commits,Language,SHA,Downloadable URL,Description,First Repo Commit Date,View Commits,View Contributors,First View Commit Date,Difference Between I View Commit and I Repo Commit
shawntabrizi/Ethereum-Twitter-Bounty,https://github.com/shawntabrizi/Ethereum-Twitter-Bounty/blob/master/twitter-bounty/src/img/twitter-bounty-architecture.png,12,1,4,61,JavaScript,b1022438810bd7a69506ab1fca850c68028700d9,https://github.com/shawntabrizi/Ethereum-Twitter-Bounty/blob/master/twitter-bounty/src/img/twitter-bounty-architecture.png?raw=true,An Ethereum bounty contract for making posts on Twitter,2018-08-02 22:53:48,1.0,1.0,2018-08-19 03:24:27,16.0
badr42/oke_A1,https://github.com/badr42/oke_A1/blob/main/images/architecture.png,4,1,2,10,HCL,31d99e097a31e0520d377b8828ea369b7f9c4b39,https://github.com/badr42/oke_A1/blob/main/images/architecture.png?raw=true,"Terraform to provision an OCI OKE cluster on Ampere A1 Processors, and then deploy nginx on it",2022-12-06 22:12:47,1.0,1.0,2022-12-10 19:43:27,3.0
ev2900/OpenSearch_Dashboard_Nginx_Proxy,https://github.com/ev2900/OpenSearch_Dashboard_Nginx_Proxy/blob/main/Read_Me_Architecture/ReadMe_Architecture.png,8,1,4,20,,b1dfa34a4e27ad37535959b2f049f031ab721280,https://github.com/ev2900/OpenSearch_Dashboard_Nginx_Proxy/blob/main/Read_Me_Architecture/ReadMe_Architecture.png?raw=true,Access the OpenSearch dashboard of a domin deployed in a private subnet via. a Nginx Proxy,2022-07-31 01:13:42,1.0,1.0,2022-07-31 11:40:02,0.0
EdwardNgo/Tiki-Data-Analysis-V2,https://i.ibb.co/Pz4KsWZ/cluster-architecture.png,3,1,1,13,Python,595a5107ed9fecb23bcfc0f00cf56b2cbbeacaa4,https://i.ibb.co/Pz4KsWZ/cluster-architecture.png,Pipeline for getting the tiki data to analysis some attributes and making some dashboards,2021-08-10 13:50:54,,,,
AndreasM009/AadApiGatekeeper,https://github.com/AndreasM009/AadApiGatekeeper/blob/master/doc/pics/Architecture.png,5,2,2,51,C#,53c49e8f247bf2a80be851fa1821bc92448b6f7b,https://github.com/AndreasM009/AadApiGatekeeper/blob/master/doc/pics/Architecture.png?raw=true,The AadApiGatekeepr protects your API with Azure Active Directory,2018-08-19 05:58:25,1.0,1.0,2018-08-26 07:30:47,7.0
asbonatto/CarND-Capstone,https://github.com/asbonatto/CarND-Capstone/blob/master/ros-architecture.png,2,19,7,154,Python,23c6046cc8eba1f9ed87651e46c5705445556127,https://github.com/asbonatto/CarND-Capstone/blob/master/ros-architecture.png?raw=true,Final project of Udacity Self Driving Car Nanodegree,2017-07-28 17:30:54,1.0,1.0,2018-07-24 03:53:55,360.0
mwherman2000/indy-arm,https://github.com/mwherman2000/indy-arm/blob/master/images/HBB-DID-Resolver-Architecture&#32;v0.2.png,13,1,8,99,,2bd56abd1f85a2253dbb72f7464b75b260ac7341,https://github.com/mwherman2000/indy-arm/blob/master/images/HBB-DID-Resolver-Architecture&#32;v0.2.png?raw=true,Hyperledger Indy/Sovrin/DID Comprehensive Architecture Reference Model (INDY ARM) - Draft document for discussion purposes,2019-02-07 17:34:37,,,,
kaleidot725/Draft,https://github.com/kaleidot725/Draft/blob/develop/docs/architecture.png,7,1,1,621,Kotlin,a0bb79321ab9a7cf566f6c40e9c5c5e2720ee9b6,https://github.com/kaleidot725/Draft/blob/develop/docs/architecture.png?raw=true,"This repository contains a note-taking application that is implemented MVI architecture using Koin, Jetpack Compose, Navigation Compose, Orbit MVI.",2020-04-28 10:42:24,1.0,1.0,2022-03-28 00:50:04,698.0
Azure/AzureStack-QuickStart-Templates,https://github.com/Azure/AzureStack-QuickStart-Templates/blob/master/201-webapp-gdpr-compliant/images/architecture.png,535,64,700,1149,PowerShell,594cf7f56c09601928852a6345dc0994d8560e7d,https://github.com/Azure/AzureStack-QuickStart-Templates/blob/master/201-webapp-gdpr-compliant/images/architecture.png?raw=true,Quick start ARM templates that deploy on Microsoft Azure Stack,2015-11-09 21:29:39,1.0,1.0,2018-10-04 05:18:54,1059.0
Fintan-contents/case-studies,https://github.com/Fintan-contents/case-studies/blob/master/architecture-decision-records/architecture_workflow.png,5,6,7,42,Java,e2949e0bc852e4e97957188b917b66da8287dcc8,https://github.com/Fintan-contents/case-studies/blob/master/architecture-decision-records/architecture_workflow.png?raw=true,実際の開発でのノウハウをまとめた事例集です,2018-12-05 11:57:03,1.0,1.0,2019-09-19 06:17:35,287.0
spikecodes/stotra,https://github.com/spikecodes/stotra/blob/main/assets/architecture.png,7,1,0,86,TypeScript,61f9d9c25f85c7388c723a9a9a85a99bf2604db3,https://github.com/spikecodes/stotra/blob/main/assets/architecture.png?raw=true,"📈 Stock trading simulator allowing real-time virtual trading of stocks, currencies, and cryptocurrencies",2023-08-07 03:30:11,2.0,1.0,2023-08-16 04:22:01,9.0
blentle/hikarikeeper,https://github.com/blentle/hikarikeeper/blob/main/images/Hikarikeeper-Architecture.png,21,1,3,48,Java,d0336bc8ce706519e81ebc7ff7de68bfec4a8e4e,https://github.com/blentle/hikarikeeper/blob/main/images/Hikarikeeper-Architecture.png?raw=true,"Yet another distributed coordination service for distributed applications based on Raft inspired by consul, only depend on slf4j and rocksdb-jni. The project is currently in an early stage of development.",2022-04-29 07:52:28,1.0,1.0,2022-04-29 07:59:08,0.0
tarhses/esp-alarm-clock,https://github.com/tarhses/esp-alarm-clock/blob/main/docs/architecture.png,2,1,0,15,C,310f39a194a9ab4494254c37518ab16e6a12da85,https://github.com/tarhses/esp-alarm-clock/blob/main/docs/architecture.png?raw=true,An alarm clock project made with an ESP-32 microcontroller,2021-08-11 12:56:01,1.0,1.0,2022-05-21 21:21:09,283.0
balajich/resilience4j-helloworld,https://github.com/balajich/resilience4j-helloworld/blob/master/retry/retry-architecture.png,11,1,28,94,Java,7530a70711696e37751e3c5f54e1b52667a348d0,https://github.com/balajich/resilience4j-helloworld/blob/master/retry/retry-architecture.png?raw=true,resilience4j-helloworld,2020-10-07 12:55:43,1.0,1.0,2020-10-17 03:16:33,9.0
clemgbld/blog_back_office,https://github.com/clemgbld/blog_back_office/blob/main/hexagonal-architecture.png,4,1,0,244,TypeScript,ae8f79f6a2be5cd03998554b10f898bff08b49a6,https://github.com/clemgbld/blog_back_office/blob/main/hexagonal-architecture.png?raw=true,,2022-10-03 07:35:46,1.0,1.0,2022-11-18 07:20:26,45.0
CMU-RERC-APT/tiramisu3-pr,https://github.com/CMU-RERC-APT/tiramisu3-pr/blob/main/doc/architecture2.png,3,3,1,12,Java,8ba3548b1deaba466b1463c1ea79e7b42a965e56,https://github.com/CMU-RERC-APT/tiramisu3-pr/blob/main/doc/architecture2.png?raw=true,Public Release version of Tiramisu3 (CMU transit information app),2021-11-24 20:45:59,1.0,1.0,2022-01-26 19:12:03,62.0
dylanvanh/MunchOut,https://github.com/dylanvanh/MunchOut/blob/main/documentation/frontent-architecture.drawio.png,3,2,0,48,Dart,68da5f26f06688c9a9bae0c1e25092af4ce94d92,https://github.com/dylanvanh/MunchOut/blob/main/documentation/frontent-architecture.drawio.png?raw=true,Cross platform mobile restaurant event booking application,2022-03-10 11:16:37,1.0,1.0,2022-06-26 19:53:20,108.0
alextanhongpin/node-rest,https://github.com/alextanhongpin/node-rest/blob/master/assets/onion_architecture.png,5,2,4,28,JavaScript,3a0f6284ce3a5d313db0b5dd9995742fea51cbdf,https://github.com/alextanhongpin/node-rest/blob/master/assets/onion_architecture.png?raw=true,"A solid architecture for designing scalable RESTful apis, with auto-reload, validation, async/await support, dependency injection, clean separation of business logic from transport and testable code without mocking http requests and database call.",2017-10-17 10:10:33,1.0,1.0,2017-11-07 15:23:33,21.0
IBMDeveloperMEA/YPDL-Recurrent-Neural-Networks-using-TensorFlow-Keras,https://github.com/IBMDeveloperMEA/YPDL-Recurrent-Neural-Networks-using-TensorFlow-Keras/blob/main/images/architecture-flow.png,5,1,3,51,Jupyter Notebook,f500bca81579becff9f816883ff24cf67274ba31,https://github.com/IBMDeveloperMEA/YPDL-Recurrent-Neural-Networks-using-TensorFlow-Keras/blob/main/images/architecture-flow.png?raw=true,Build a recurrent neural network using TensorFlow and Keras.,2021-08-24 19:30:46,1.0,1.0,2021-08-24 19:31:08,0.0
microsoft/covid19-BackToWork,https://github.com/microsoft/covid19-BackToWork/blob/master/Screenshots/referenceArchitecture.png,7,4,7,29,C#,31a2a57d35aa2b2c191b6602825fb6d451a76197,https://github.com/microsoft/covid19-BackToWork/blob/master/Screenshots/referenceArchitecture.png?raw=true,Code snippets for COVID-19 Back To Work solution,2020-06-13 01:31:04,1.0,1.0,2020-06-13 01:35:46,0.0
florianhoehn/sf-apex-rest-api,https://github.com/florianhoehn/sf-apex-rest-api/blob/master/architecture.png,6,2,0,78,Apex,0a5dd6a06153ecc342bdc0022f307955165fd2eb,https://github.com/florianhoehn/sf-apex-rest-api/blob/master/architecture.png?raw=true,,2017-01-16 14:44:31,1.0,1.0,2017-01-19 15:10:41,3.0
boot2podman/machine,https://github.com/boot2podman/machine/blob/master/architecture.png,120,5,16,69,Go,a50f796b6a8d7a7edba347548b71c750c15772ca,https://github.com/boot2podman/machine/blob/master/architecture.png?raw=true,,2018-11-17 11:58:52,2.0,1.0,2018-12-03 22:40:28,16.0
Xsidelight/flutter_interview_questions,https://github.com/Xsidelight/flutter_interview_questions/blob/master/images/flutter-lecture/flutter-architecture2.png,13,1,1,26,,886c79e7ac4bf43752650329b1879535a1febff8,https://github.com/Xsidelight/flutter_interview_questions/blob/master/images/flutter-lecture/flutter-architecture2.png?raw=true,These are some of the questions asked on the Flutter interview.,2022-05-31 10:09:39,1.0,1.0,2022-05-31 10:19:51,0.0
IBM/customer-sentiment-on-seller-quality-nlu-cp4d,https://github.com/IBM/customer-sentiment-on-seller-quality-nlu-cp4d/blob/master/doc/source/images/architecture.png,3,4,10,157,Jupyter Notebook,522b004b5d125c7be6137be474a5f1efd9b4dd36,https://github.com/IBM/customer-sentiment-on-seller-quality-nlu-cp4d/blob/master/doc/source/images/architecture.png?raw=true,Analyse Seller Quality with Natural Language Understanding,2020-01-08 06:42:24,9.0,2.0,2020-01-21 04:34:57,12.0
aliyun/packagist-mirror,https://github.com/aliyun/packagist-mirror/blob/master/architecture.png,75,3,11,64,Go,bdb644948bfc94e7ea8709dfb7567d357f09748b,https://github.com/aliyun/packagist-mirror/blob/master/architecture.png?raw=true,Alibaba Cloud Packagist Mirror,2020-04-01 01:22:14,2.0,1.0,2020-04-01 02:02:01,0.0
laziestcoder/Budget_App_JS,https://github.com/laziestcoder/Budget_App_JS/blob/master/FinalArchitecture.jpg,4,1,0,14,JavaScript,5f14f35a0a68e48d09a2a3bfd12390a8c6409216,https://github.com/laziestcoder/Budget_App_JS/blob/master/FinalArchitecture.jpg?raw=true,Budget App Using JavaScript Advance Programming,2019-07-03 17:49:49,4.0,1.0,2019-07-10 16:08:12,6.0
Alephbet/gimel,https://s3.amazonaws.com/gingerlime-images/gimel-architecture.png,226,2,10,72,Python,e4814f378c749b78f37a4613220d2f909bf30db2,https://s3.amazonaws.com/gingerlime-images/gimel-architecture.png,Run your own A/B testing backend using AWS Lambda and Redis HyperLogLog,2016-01-20 06:27:18,,,,
drasyl/drasyl,https://docs.drasyl.org/img/drasyl-architecture.svg,20,6,2,4219,Java,2f6a56a0a0ca04999c75f740bc1bb9c556d0e109,https://docs.drasyl.org/img/drasyl-architecture.svg,drasyl is a high-performance framework for rapid development of distributed applications,2020-02-03 22:36:45,,,,
IBM/spectrum-protect-sppmon,https://github.com/IBM/sppmon/blob/master/pictures/sppmon_architecture.PNG,13,6,10,379,Python,50ebe7c1868ccbd58dcdee84d8bcecc483dec4e5,https://github.com/IBM/sppmon/blob/master/pictures/sppmon_architecture.PNG?raw=true,Monitoring and long-term reporting for IBM Spectrum Protect Plus.  Provides a data bridge from SPP to InfluxDB and provides visualization dashboards via Grafana.,2020-09-17 06:31:19,2.0,2.0,2021-08-24 13:06:29,341.0
input-output-hk/marlowe-starter-kit,https://github.com/input-output-hk/marlowe-starter-kit/blob/main/images/runtime-architecture.png,13,10,13,199,Jupyter Notebook,a0a07a16314ce190ec63809612ed5af43148b31c,https://github.com/input-output-hk/marlowe-starter-kit/blob/main/images/runtime-architecture.png?raw=true,This repository contains lessons for using Marlowe via REST and at the command line. It is meant to be used with demeter.run or with a Docker deployment of Marlowe Runtime.,2023-02-20 17:10:12,2.0,1.0,2023-03-14 21:07:07,22.0
eqbal/CarND_Capstone_CarX,https://github.com/eqbal/CarND_Capstone_CarX/blob/master/imgs/ros-architecture.png,6,14,5,133,Python,1d9af8bac8304816f8614b6b7a9444d0e61b52db,https://github.com/eqbal/CarND_Capstone_CarX/blob/master/imgs/ros-architecture.png?raw=true,This repository was created as part of Udacity's Self Driving Car Engineer Nanodegree. This repository contains code that can be run in Udacity's Carla (A self driving car). Final project - Car-X team,2017-07-28 17:30:54,1.0,1.0,2017-10-04 21:27:31,68.0
pacmacro/pm-server-spring,https://github.com/pacmacro/pm-server-spring/blob/master/readme-img/system-architecture.png,2,2,4,478,Java,40b5648ed94787ca333e42903dc7fa19046f8573,https://github.com/pacmacro/pm-server-spring/blob/master/readme-img/system-architecture.png?raw=true,Java & Spring Boot server for relaying information between mobile devices for the game Pac Macro.,2016-06-02 03:05:58,1.0,1.0,2019-03-03 23:44:20,1004.0
p2p-sync/aggregator,https://cdn.rawgit.com/p2p-sync/aggregator/master/src/main/resources/img/architectural-overview.svg,2,1,0,114,Java,dc0e5d461fec1747057776bdbdd1a4343e6bc874,https://cdn.rawgit.com/p2p-sync/aggregator/master/src/main/resources/img/architectural-overview.svg,The Filesystem Event Aggregator for P2P-Sync,2015-11-25 16:12:03,,,,
ruoccofabrizio/azure-open-ai-embeddings-qna,https://github.com/ruoccofabrizio/azure-open-ai-embeddings-qna/blob/main/docs/architecture.png,722,6,448,179,Python,533dd6e9820baf047609dd5c53adc7ccf9df0010,https://github.com/ruoccofabrizio/azure-open-ai-embeddings-qna/blob/main/docs/architecture.png?raw=true,"A simple web application for a OpenAI-enabled document search. This repo uses Azure OpenAI Service for creating embeddings vectors from documents. For answering the question of a user, it retrieves the most relevant document and then uses GPT-3, GPT-3.5 or GPT-4 to extract the matching answer for the question.",2022-11-21 18:35:18,4.0,3.0,2023-01-18 16:10:32,57.0
jinnerbichler/flash-home,https://github.com/jinnerbichler/flash-home/blob/master/home-assistant/config/www/architecture.png,7,1,1,49,Python,f93442712322ab819651f453437c11f685640e83,https://github.com/jinnerbichler/flash-home/blob/master/home-assistant/config/www/architecture.png?raw=true,Proof of concept for integrating IOTA flash channels into home automation systems.,2017-12-30 15:43:51,1.0,1.0,2018-01-24 02:16:45,24.0
OpenPSD/modelbank,https://github.com/OpenPSD/modelbank/blob/master/modelbank_solution_architecture.png,2,1,0,31,Go,efba0fca070c83365b1ccca4450743216cbf7ee0,https://github.com/OpenPSD/modelbank/blob/master/modelbank_solution_architecture.png?raw=true,,2018-07-07 07:03:31,1.0,1.0,2018-07-16 13:12:51,9.0
minism/hotel,https://github.com/minism/hotel/blob/master/docs/architecture.png,7,1,1,147,Go,9022a88605182fe6e516fb6a757b69d57d071283,https://github.com/minism/hotel/blob/master/docs/architecture.png?raw=true,A simple master/lobby server for multiplayer games.,2019-04-25 05:32:05,1.0,1.0,2020-01-10 16:53:08,260.0
IBM/kubernetes-storage,https://github.com/IBM/kubernetes-storage/blob/master/docs/Lab5/images/cos-plugin-architecture.png,7,7,7,85,,46936707ad791d9c437d12bb917261abc0247724,https://github.com/IBM/kubernetes-storage/blob/master/docs/Lab5/images/cos-plugin-architecture.png?raw=true,Kubernetes Storage Workshop,2020-10-28 15:05:41,1.0,1.0,2021-02-09 17:17:43,104.0
tamu-datathon-org/galaxy,https://github.com/tamu-datathon-org/galaxy/blob/master/architecture.png,2,10,0,173,Dockerfile,9fa3742b39c69b905a486891bde8d88141933509,https://github.com/tamu-datathon-org/galaxy/blob/master/architecture.png?raw=true,Request entrypoint for all TAMU datathon apps,2020-02-11 00:26:17,2.0,2.0,2020-10-23 16:07:10,255.0
odh-labs/predictive-maint,https://github.com/odh-labs/predictive-maint/blob/main/docs/images/1-main-readme/technical-architecture.png,3,5,4,121,Jupyter Notebook,d433795b4077dd0ecd4062b4864213b84fdab4d3,https://github.com/odh-labs/predictive-maint/blob/main/docs/images/1-main-readme/technical-architecture.png?raw=true,,2022-08-30 10:37:13,1.0,1.0,2022-08-30 10:37:13,0.0
DehengYang/APRConfig,https://github.com/DehengYang/APRConfig/blob/master/doc/figs/APRConfig_architecture.jpg,6,2,1,27,Python,1e73d336354d9545d25e721b7d501f0bff185ef2,https://github.com/DehengYang/APRConfig/blob/master/doc/figs/APRConfig_architecture.jpg?raw=true,,2022-08-28 03:30:46,1.0,1.0,2022-08-28 03:30:46,0.0
brightzheng100/instana-handson-labs,https://github.com/brightzheng100/instana-handson-labs/blob/main/misc/labs-architecture-v3.jpg,2,1,4,17,Shell,851da7e10aef34e72bb804200085969f1837c7fe,https://github.com/brightzheng100/instana-handson-labs/blob/main/misc/labs-architecture-v3.jpg?raw=true,The copy-paste friendly scripts for my Instana hands-on labs.,2022-09-29 05:26:13,1.0,1.0,2023-06-07 09:39:08,251.0
inIT-HF/gr-corrsounder,https://github.com/inIT-HF/gr-corrsounder/blob/master/gr-corrsounder-architecture.png,8,2,4,48,CMake,e7bbb525370297cb2e8b290704493c28a5b7ffb3,https://github.com/inIT-HF/gr-corrsounder/blob/master/gr-corrsounder-architecture.png?raw=true,Correlative Channel Sounder for Fast Time Variance,2018-03-22 11:51:41,1.0,1.0,2018-05-04 06:29:35,42.0
medlab/320-online-prototype,https://github.com/medlab/320-online-prototype/blob/main/TecPoints/Backend/WebApi/architecture.png,3,4,0,114,C#,a61a0cac9a33ff884a52f2a9809a68b44db397ae,https://github.com/medlab/320-online-prototype/blob/main/TecPoints/Backend/WebApi/architecture.png?raw=true,learn by plan and outline,2021-02-27 15:07:35,1.0,1.0,2021-04-01 03:39:30,32.0
annashres/CustomerBot,https://github.com/annashres/CustomerBot/blob/feature-AzureBot/Maav1Architecture.jpg,2,1,1,157,JavaScript,2d4dbeb92047da69cb96b76c88eb6b7b297418d4,https://github.com/annashres/CustomerBot/blob/feature-AzureBot/Maav1Architecture.jpg?raw=true,,2017-05-23 00:27:03,1.0,1.0,2017-07-19 21:40:57,57.0
TestHaters/ctflow,https://github.com/TestHaters/ctflow/blob/master/dnd-ui/assets/architect.png,2,4,0,189,TypeScript,0a059fa7b2cf1d6c921f6e52703457ce9407742e,https://github.com/TestHaters/ctflow/blob/master/dnd-ui/assets/architect.png?raw=true,Boost 50% productivity when building E2E tests with flow-based programming,2022-11-29 02:25:28,1.0,1.0,2022-12-17 07:54:06,18.0
ballerina-platform/asyncapi-tools,https://github.com/ballerina-platform/asyncapi-tools/blob/main/asyncapi-cli/src/main/resources/architecture.jpg,60,15,12,221,Java,ee92fec238955cf00f29d8b0ae2210c074dfa14e,https://github.com/ballerina-platform/asyncapi-tools/blob/main/asyncapi-cli/src/main/resources/architecture.jpg?raw=true,This repository is the code base for the ballerina async-api tool,2021-09-03 10:08:02,1.0,1.0,2021-12-09 04:38:53,96.0
Fenkey/irma,https://github.com/Fenkey/irma/blob/master/images/irmacall-architecture.png,7,1,1,14,C#,cca033e5275a3f8229187237b3f281095a4bd1d7,https://github.com/Fenkey/irma/blob/master/images/irmacall-architecture.png?raw=true,基于Mono和FastCGI实现的高效的Web服务开发框架（An efficient web service development kit that is built on Mono & FastCGI）,2020-09-07 23:40:42,1.0,1.0,2021-06-11 10:35:41,276.0
linxiaow/Spring21-recitations-coms6998-cloud-computing,https://docs.aws.amazon.com/sagemaker/latest/dg/images/sagemaker-architecture.png,2,4,16,17,Jupyter Notebook,e481197a5be8ac9926ffede38e06c7835f8fcb1b,https://docs.aws.amazon.com/sagemaker/latest/dg/images/sagemaker-architecture.png,[Spring 21'] COMS6998 Cloud Computing for Big Data] Repo to store the the recitations materials,2021-02-15 16:46:25,,,,
alexandredev3/nodejs-clean-architeture,https://github.com/alexandredev3/nodejs-clean-architeture/blob/master/.github/assets/clean-architecture-image.jpg,30,1,9,33,TypeScript,64426d9f1d900f37d34697de430bee89b096a440,https://github.com/alexandredev3/nodejs-clean-architeture/blob/master/.github/assets/clean-architecture-image.jpg?raw=true,Typescript & Node.js Clean Architecture.,2020-11-10 14:46:59,1.0,1.0,2021-03-21 11:35:23,130.0
Elkinmt19/feature-hero-ml,https://github.com/Elkinmt19/feature-hero-ml/blob/main/assets/imgs/feature-store-architecture.drawio.png,2,1,0,83,Python,9d7d6e066f78754d25dabc84b965b8beb0d6d755,https://github.com/Elkinmt19/feature-hero-ml/blob/main/assets/imgs/feature-store-architecture.drawio.png?raw=true,This is a repository created to explore different tools and technologies related to feature stores to build and serve ML models.,2022-07-04 18:40:06,4.0,1.0,2022-08-05 02:33:07,31.0
mateuseap/apache-airflow,https://github.com/mateuseap/apache-airflow/blob/main/assets/One%20Node%20Architecture.png,2,1,0,14,Python,4b87e3473d7d87f73f31ae4955f09ae20ce948c0,https://github.com/mateuseap/apache-airflow/blob/main/assets/One%20Node%20Architecture.png?raw=true,Learning the fundamental concepts of Apache Airflow,2023-07-11 04:42:16,1.0,1.0,2023-07-11 05:45:39,0.0
mxaviersmp/spotify-tracker,https://github.com/mxaviersmp/spotify-tracker/blob/main/spotify-stats-architecture.png,6,1,1,66,Python,306d549da6a57866ea480c85286d870e7653a1eb,https://github.com/mxaviersmp/spotify-tracker/blob/main/spotify-stats-architecture.png?raw=true,A Spotify API to collect data from users played musics,2021-04-19 21:22:11,1.0,1.0,2021-05-01 01:30:53,11.0
quasirsg/Henry-M3,https://github.com/quasirsg/Henry-M3/blob/master/02-Promises/img/software-architecture-introduction-3.png,4,6,11,19,HTML,280069032731396845fe19e842b78f9f7d1c3bae,https://github.com/quasirsg/Henry-M3/blob/master/02-Promises/img/software-architecture-introduction-3.png?raw=true,"Modulo 3 de henry, aprendi lo siguiente: NodeJS, promises, WebServer,AdvancedPromises, Express y Testing",2020-04-20 00:06:59,1.0,1.0,2020-04-20 00:06:59,0.0
qnib/qframe,https://github.com/qnib/qframe/blob/master/resources/pics/architecture.png,6,1,2,59,,1929726cb9aef6fb4e529123e8bcb5b3254aef24,https://github.com/qnib/qframe/blob/master/resources/pics/architecture.png?raw=true,GO Framework to create an input/filter/ouput pipeline.,2017-04-30 20:10:52,1.0,1.0,2017-04-30 20:39:46,0.0
ArnBaudzus/FluxSurfer,https://github.com/ArnBaudzus/FluxSurfer/blob/main/additional_doc/img/program_architecture.jpg,2,1,0,19,C++,7e4aee50649f66a313695b2033dd9fe64e996a9f,https://github.com/ArnBaudzus/FluxSurfer/blob/main/additional_doc/img/program_architecture.jpg?raw=true,A C++ header library for the simulation of finite state quantum systems. The library provides an easy-to-use interface for the creation of a master equation by harnessing graph theory. It supports multiple numerical tools to use the master equation,2021-09-02 07:15:19,1.0,1.0,2021-09-02 07:15:19,0.0
swir-rs/swir,https://github.com/swir-rs/swir/blob/master/graphics/swir_architecture.png,52,3,5,212,Rust,8b6af78f71d4d095c5bd5cdc8d1fd4a117c2d288,https://github.com/swir-rs/swir/blob/master/graphics/swir_architecture.png?raw=true,SWIR - Sidecar Written In Rust,2019-10-25 16:45:34,3.0,1.0,2020-04-02 12:40:00,159.0
dspace-group/simphera-reference-architecture-azure,https://github.com/dspace-group/simphera-reference-architecture-azure/blob/main/AzureReferenceArchitecture.drawio.png,10,7,8,142,HCL,0bd27ef0bd3a1c25ed700222351919f2df7b91e4,https://github.com/dspace-group/simphera-reference-architecture-azure/blob/main/AzureReferenceArchitecture.drawio.png?raw=true,"In order to deploy SIMPHERA to Azure, various cloud resources, such as a Kubernetes cluster, PostgreSQL database server, etc., need to be created. This repository contains a reference architecture for these Azure resources. You can use this Terraform configuration as a starting point to create these resources in your own Azure subscription.",2021-07-16 08:52:46,1.0,1.0,2022-03-09 06:28:41,235.0
inovex/scrumlr.io,https://github.com/inovex/scrumlr.io/blob/main/server/architecture.png,187,25,31,2230,TypeScript,93110d44919fb36d1f1ec8d2d69db5adfc9b66cf,https://github.com/inovex/scrumlr.io/blob/main/server/architecture.png?raw=true,Webapp for collaborative online retrospectives,2020-09-03 09:49:59,1.0,1.0,2022-04-15 11:40:40,589.0
vishipayyallore/blazorwasm-apim-api-sql-redis,https://github.com/vishipayyallore/blazorwasm-apim-api-sql-redis/blob/main/documentation/images/ApplicationArchitecture.PNG,7,1,8,99,C#,74ef20452917bac3e8b7df45cbba481c05a13f2f,https://github.com/vishipayyallore/blazorwasm-apim-api-sql-redis/blob/main/documentation/images/ApplicationArchitecture.PNG?raw=true,"Full Stack Application using Blazor WASM, Auth0, APIM, Web API, Azure SQL Server, and Redis",2021-06-19 09:59:30,1.0,1.0,2021-06-19 10:18:57,0.0
orchsym/runtime,https://github.com/orchsym/runtime/blob/master/nifi-nar-bundles/nifi-atlas-bundle/nifi-atlas-reporting-task/src/test/java/org/apache/nifi/atlas/emulator/architecture.svg,12,170,5,4837,Java,5a7ba20cdf230831a830624eb11b887a7c080069,https://github.com/orchsym/runtime/blob/master/nifi-nar-bundles/nifi-atlas-bundle/nifi-atlas-reporting-task/src/test/java/org/apache/nifi/atlas/emulator/architecture.svg?raw=true,可实现异构应用系统间的数据转换、信息传递和业务的编排与重组,2014-12-08 20:22:14,1.0,1.0,2017-10-30 03:41:27,1056.0
castle-finance/vault-transaction-indexer,https://github.com/castle-finance/vault-transaction-indexer/blob/main/assets/architecture.png,2,2,0,215,TypeScript,00bb73d34dbdf0cbcf485763531bad0a7bf83637,https://github.com/castle-finance/vault-transaction-indexer/blob/main/assets/architecture.png?raw=true,Vault Transaction Indexer CDK Stack,2022-08-15 15:21:48,1.0,1.0,2022-08-17 04:36:31,1.0
hex-js/nodejs-hexagonal-boilerplate-ts,https://github.com/hex-js/nodejs-hexagonal-boilerplate-ts/blob/master/hexagonal-architecture.png,8,1,2,46,TypeScript,869df6a133cfc7da3370f2d259d5ee80143cf9b3,https://github.com/hex-js/nodejs-hexagonal-boilerplate-ts/blob/master/hexagonal-architecture.png?raw=true,,2020-10-03 14:55:13,1.0,1.0,2020-10-03 14:55:13,0.0
NodleCode/n1,https://github.com/NodleCode/n1/blob/main/images/architecture.png,11,3,1,13,C,e75be15cfd9af8c22cb71d3d8db56904012396bc,https://github.com/NodleCode/n1/blob/main/images/architecture.png?raw=true,,2023-03-17 17:52:36,1.0,1.0,2023-03-31 08:57:43,13.0
ZID-Automat/Controller-ZIDAutomat,https://github.com/ZID-Automat/Controller-ZIDAutomat/blob/main/Readme/Architectue.png,2,2,1,34,Python,d5b7de1a4fe78c66a00a40ca8faacb28e7c359d9,https://github.com/ZID-Automat/Controller-ZIDAutomat/blob/main/Readme/Architectue.png?raw=true,The Controller for the actuall hardware,2022-10-04 21:49:57,1.0,1.0,2022-11-17 21:31:47,43.0
DJMcK/aws-lake-training,https://github.com/DJMcK/aws-lake-training/blob/master/06_comprehend_medical_service/images/architecture.png,4,2,5,82,Python,b18a2b1af5e82dd89e8e4c86a864a1f183ec94ee,https://github.com/DJMcK/aws-lake-training/blob/master/06_comprehend_medical_service/images/architecture.png?raw=true,AWS Big Data Technologies Introduction,2019-09-04 20:33:12,2.0,2.0,2019-09-26 09:43:30,21.0
nforge/devnote,https://github.com/nforge/devnote/blob/master/doc/devnote_architecture.png,69,6,28,716,JavaScript,b8464c55e8f581726288674b356304ed20284b54,https://github.com/nforge/devnote/blob/master/doc/devnote_architecture.png?raw=true,developer's note for distributed env,2012-03-26 01:18:54,3.0,2.0,2012-08-21 23:54:24,148.0
